business_name,phone,address,location,category,description
Batisal Nigeria Limited,0803 329 5255,"9 Kadiri Street, Ogba Ikeja, Lagos Nigeria",Lagos,Agriculture,Batisal Nigeria Limited is an agricultural company that based on farming business also supplies fertilizer  and agrochemicals.
Bolawole Enterprises Nigeria Ltd,01 342 7898,"14 Fatai Atere Way, Matori Oshodi Mushin, Lagos Nigeria",Lagos,Agriculture,"Bolawole Enterprises Nigeria Limited (BENL) is a joint agricultural business that based on agricultural farm plantations, export of agricultural commodities such as cocoa beans, cocoa butter and importation of agricultural chemicals."
Dass Agric Services,"0802 716 6428, 0709 881 3725","2A, Adebowale Avenue, Mende Maryland, Lagos Nigeria",Lagos,Agriculture,"Dass Agric Services are into the cultivation and production of cassava, plantain, potatoes and other roots and tubers, and offers sales of pest control chemicals for farms too."
Divine Agric Resources Ltd,0805 330 9693,"3 Laguda Close, Ire Akari Oshodi Isolo, Lagos Nigeria",Lagos,Agriculture,Divine Agric Resources Limited is an agricultural produce company operating in agricultural farms and crop cultivation based in Lagos.
Eagle Wins Export,"0802 841 3111, 0816 744 6814","Alape Shopping Plaza LASU-Isheri Road, Iba Town Ojo, Lagos Nigeria",Lagos,Agriculture,Eagle Wins Export is a food  and agro-allied company who deals in import and export of agricultural commodities.Best restaurants near me
Farm Influent Plus Agro Hub,0701 174 0446,"Iganke, Agbowa, Lagos",Lagos,Agriculture,"Farm Influent Plus Agro Hub provides agricultural services in plantain/banana and plantain suckers, ginger, garlic, mushroom, livestock production such as poultry, pig, rabbit and farm waste recycling."
Farmcenta LLC,"0701 823 1992, 0817 820 6002, 0809 782 3573","12, Kayode Alli Close, Ikeja, Lagos",Lagos,Agriculture,"Farmcenta is an agri-tech platform that is improving rural farming with technology and addressing farmers critical farming needs such as mechanized tools, high yield seeds, training on smart farming techniques."
Gphets And Agro Care Services,"0703 488 9517, 0809 359 7845","Block 82 LSDPC Estate, Odungunyan Ikorodu, Lagos Nigeria",Lagos,Agriculture,"Gphets And Agro Care Services is an agro allied company in Lagos offering range of services in pet care, rearing of livestock and veterinary services."
Greenodus Concepts Limited,0808 761 5410,"10 / 12 Estaport Avenue,, Sholuyi Gbagada, Lagos State",Lagos,Agriculture,Greenodus Concepts Limited is an upscale agro based business that specializes in production and distribution of foodstuff and other commodities / products both locally and internationally.Best restaurants near me
Ladgroup Nigeria Limited,"0818 214 0630, 0802 295 1170","24 Abimbola Street, Isolo, Lagos Nigeria",Lagos,Agriculture,Ladgroup Nigeria is a company specializes on supply and sales of agricultural products such as palm kernel Oil and sheanut oil.
Macmed Integrated Farms,"0803 331 6905, 0909 224 5349","No 1 Gani street Ijegun Imore, New Site Satellite Town, Lagos Nigeria",Lagos,Agriculture,Macmed Integrated Farms is an agricultural establishment that basically specialize on the rearing of chicken and supply of eggs.
Maigona Marketplace Limited,0805 676 7819,"2ND Floor, Infinite Grace Plaza, Plot 4 Oyetubo Street, Off Obafemi Awolowo Way, Ikeja, Lagos",Lagos,Agriculture,"MAIGONA is a simple online platform that makes it possible for low income earners and unemployed citizens to participate in sponsoring farmers, even without money."
Mayfair Agro-Allied Nigeria Limited,0808 117 9666,"4 Elsie Femi Pearse Street, Victoria Island Eti Osa, Lagos Nigeria",Lagos,Agriculture,Mayfair Agro-Allied Nigeria is an agro allied company cultivating maize and also processes it into custard powder
Nu'eden foods,"0701 920 8558, 0805 676 8215","14, Alh Quadri street,off college road, Ogba Ikeja, Lagos",Lagos,Agriculture,"Specialized in agribusiness (farming, training, consultancy, exportation). We hygienically process and package finest raw materials from the farm into a healthy and nutritious foods.Best restaurants near me"
Peacecamp Global Investment Nig Ltd,"0803 806 2354, 0807 184 4744","47 Moliki Street, Ijegun Ikotun Alimosho, Lagos",Lagos,Agriculture,Peacecamp Global Investment Nigeria Limited is an agricultural that specialize on production and agricultural cultivation of some agri-products.
Yaba College of Technology,0703 743 1055,"Hussey Street, Yaba, Lagos Nigeria",Lagos,Education,"Yaba College of Technology (Yabatech) is an institution that offers professional courses such as engineering, technology, arts and others."
St. Gregory's College,0806 139 3169,"18/19 St Gregory's College Road, Ikoyi, Lagos",Lagos,Education,St. Gregory's College is an educational center offering qualitative admission into all classes ranging JSS 1 to SSS 3.
Adeniran Ogunsanya College of Education,"0802 827 9961, 0803 325 1351","Km 30 Lagos-Badagry Expressway, Otto Ijanikin Festac Town, Lagos",Lagos,Education,Adeniran Ogunsanya College of Education is an academic institution in Lagos that offers programs for several course of study for conferment of NCE honours.
Lys Academy,01 7359870,"No 28, Alhaji Shokoya Street, Mafuluku Oshodi, Lagos Nigeria",Lagos,Education,"An educational establishment for providing a solid based education, using Montessori method of nurturing the children at the foundational stage."
NGScholars,+234 806 445 3380,"1, Adekunle Owobiyi Close, Off Oladele Kadiri Street, Ogba, Lagos State",Lagos,Education,"NGScholars is web based educational news and resources platforms. We publish education, admission and scholarships news and information on our site. We also render consultancy services for those who are interested in studying abroad."
Nigerian Institute of Journalism,"0805 919 6459, 0803 942 5438, 01 8962003","Lateef Jakande House, 8-14, Ijaiye Road, Ogba Ikeja, Lagos",Lagos,Education,Nigerian Institute of Journalism is an educational institution that offers training and confers honors on sucessful student practicing journalism.
Unicaribbean Business School,0802 432 6624,"24, Agbarho Street, Off Lagos Road, Ikorodu, Lagos Nigeria",Lagos,Education,Unicaribbean Business School Nigeria offers short courses programs to gain the advanced business skills acquisition for all categories of businesses.
Nightingale's Caregivers Academy,"0904 253 8821, 0802 588 1749, 0902 963 9658","90 Marine Road, Apapa GRA, Lagos, Nigeria",Lagos,Education,Nightingale's Caregivers Academy is a trusted and reputable institution that specializes in providing comprehensive training and education for individuals pursuing a career in caregiving.
Concorde Educational Consultants,8033217779,"7 Sholahan Ijesha, Surulere, Lagos",Lagos,Education,Concorde educational consultants is an internationally approved teacher mentoring organization for maximum productivity.
Institute for Operation Research of Nigeria,"0805 471 5320, 0802 490 8427","19, Bode Thomas Road, Surulere, Lagos",Lagos,Education,Institute for Operation Research of Nigeria is an institute for operational research based in Lagos for educational research services.
Manemi Nigeria- Scholar Sponsor,0812 650 9530,"7 Deji Odunuga Street, Anthony Village, Lagos",Lagos,Education,An academic center in Lagos for creation of scholarship opportunities to young Nigerians.
Marvangel Kids,"08033392857, 08090884416","12 Akintan Street Dideolu Estate, Ogba Ikeja, Lagos",Lagos,Education,An enriched academic school with a nurturing environment that fosters creativity and development. We develop global citizens with an enriched curriculum for excellence.
Meadow Hall Group,0905 381 6215,"Meadow Hall Way, Alma Beach Estate, Lekki-Epe Expressway, Lekki, Lagos",Lagos,Education,"Meadow Hall Group is an educational group with six subsidiaries; Meadow Hall Education, Meadow Hall Consult, Spring Meadow Edutainment, Meadow Hall Franchise, Meadow Hall Resources and Meadow Hall Foundation."
Oxbridge Tutorial College,0802 133 2170,"49 Sobo Arobiodu Street, GRA Ikeja, Lagos Nigeria",Lagos,Education,"Oxbridge Tutorial College provide quality, cost-effective, post-school and pre-tertiary education programmes, using internationally recognized curricula and assessment tools."
School Of Banking Honours,8098033989,"74, Isheri Road, All Seasons Place, Ojodu Berger, Ikeja, Lagos, Nigeria",Lagos,Education,"School Of Banking Honours provides accounting education, administrative, training courses and programme for school leavers in National Innovative Diploma (NID) in banking operations."
Tekfire Education,0811 457 3173,"12 Mike Opeseyi street, Okoko, Lagos",Lagos,Education,"Tekfire Education School Management provides a comprehensive package of management services. These services are designed to provide a framework for best practices, academic accountability, achievement and school operations for educational institutions."
TrigleG Consult,0803 740 9999,"3A Ijaiye, Ogba Ikeja, Lagos",Lagos,Education,"TrigleG Consult are an education service providing offering sales of e-pins such as waec scratch cards, dstv cards and much more."
Ucedlearn,"08161257997, 09060007718","42 Montgomery Road, Yaba, Lagos",Lagos,Education,"Ucedlearn provides home lesson services both online and at home teaching to students preparing for Checkpoint, JSSCE, IGCSE, TOEFL, SAT, SSCE. We also provide school branding, teachers training and recruitment and special educational needs."
Whiteoak Preparatory School,01 733 9020,"Oba Yesufu Abiodun road, Victoria Island, Lagos, Nigeria",Lagos,Education,An educational center in Lagos for childcare and educational services for children aged 3 months – 6years
Phytoscience Double Stem Cell,"0803 285 2530, 0814 966 6894, 0803 285 2530","No. 23 Opebi Road, Opebi- Ikeja, Lagos",Lagos,Health,"Phytoscience Double Stem Cell is a global health and wellness company stands at the forefront of product innovation and committed to helping people take control of their health, both physical and financial well-being."
Action Health Incorporated,01 774 3745,"17 Lawal Street, Off Oweh Street, Fadeyi, Lagos",Lagos,Health,"Action Health Incorporated offer a rare peep into their world marred by extreme poverty, grief, sexual violence, and exploitation, unintended and early pregnancy."
BeyHealth,"+234 702 300 1032, +234 816 000 0305, +234 816 000 0306","BeyHealth Suites, 1st Floor, Jabita Court Plot 136 Alake Onile-Ere Crescent, Gbagada Estate Phase 2, Lagos, Nigeria",Lagos,Health,BeyHealth is a management consultancy firm which focuses on the health industry in Nigeria delivering high-quality personalized healthcare solutions on behalf of corporate institutions and individual clients.
Drugstoc E-Hub Ltd,"01 700 5571, 0803 687 9999, 0809 396 1534","Plot 3 Billings way, Oregun, Ikeja, Lagos",Lagos,Health,"DrugStocinnovates to provide all licensed health workers in Nigeria a hassle-free procurement platform to source all the medications, consumables, and small medical devices they need."
Health Emergency Initiative,"0802 314 2807, 0815 555 4459, 0803 722 8843","86A Isale Eko Avenue, Dolphin Estate, Ikoyi, Lagos Nigeria",Lagos,Health,Health Emergency Initiative aims to provide emergency medical assistance/care to indigent and/or vulnerable people in public hospitals and communities and support other health related initiatives.
HELP Initiative,0808 353 3510,"46, Alhaja Kudirat Adenekan Street, Ilamose Estate, Oke-Afa, Isolo, Lagos Nigeria",Lagos,Health,Health Empowerment and Livelihood Promotion Initiative is a public health non government organization which aims to deliver the best public health and health services suitable to every strata of the society.
Me Cure Healthcare,"0700 063 2873, 0812 991 0710","Me Cure House, Debo Industrial Compound, Apapa-Oshodi Expressway, Oshodi, Lagos State Nigeria",Lagos,Health,"Me Cure Healthcare provides a wide range of healthcare services in the areas of digital x-ray, pathology, dentistry, optometrists referral and information services.Buy vitamins and supplements"
Medflit Health Resources,"0813 584 5010, 0705 520 9676","24, Prince Ibrahim Eletu Avenue, Osapa London, Jakande Round About, Lekki, Lagos Nigeria",Lagos,Health,"Medflit Health Resources is a health information technology company that proffer solutions to healthcare problem through tele-medicine, online pharmacy, hospital booking and home health services."
MetroHealth HMO Limited,01 460 6790,"14th Floor, St. Nicholas House, 26 Catholic Mission Street, Marina Lagos Island, Nigeria",Lagos,Health,"MetroHealth HMO Limited is a health management organization which provides evidence based healthcare solutions driven by a focus on people, technology and processes that will enhance the whole customer experience."
Monitor Healthcare Limited,0703 807 2039,"10B, Akin Oshiyemi Street, Ikeja Allen, Lagos, Nigeria",Lagos,Health,"Monitor HealthcareLimited carry out free remote health advice and other highly subsidized health related services across Africa to help people access quality health services such as wellness clinic, ambulatory blood pressure monitoring and more.Buy vitamins and supplements"
Private Sector Health Alliance of Nigeria,"01 454 9079, 01 454 4024","2 Ajose Adeogun, 6th Floor Zenon House, Victoria Island, Lagos",Lagos,Health,Private Sector Health Alliance of Nigeria is a private sector-led coalition that strives to improve the country's health related sustainable development goals.
Welpro Nigeria Limited,"0809 758 0775, 0708 939 0380, 0703 650 0602","2, Oladapo Street, by Epe Close, Off Ikosi Road, Oregun, Ikeja, Lagos",Lagos,Health,Welpro Nigeria Limited carry out the business of managed care services to individuals and corporate entities.
AlÃ© Beaute,"0907 003 7777, 0809 425 0303","11B Kayode Otitoju Street,, Lekki Phase 1, Lagos, nigeria",Lagos,Health,"Ale beaute is a laser and medical aesthetics clinic committed to providing a range of result-oriented treatments in Lagos, Nigeria. We Specialise in laser teeth whitening, laser hair removal and corrective skin treatments, with a focus on treating teeth d"
DegoNigeria,"0704 042 4876, 0803 391 5541","28 Osuolale streeet, Adaloko, Oto -Awori, Lagos",Lagos,Health,DegoNigeria is an home of health care and beauty and we provide herbal fibroid products in Nigeria.We carry out comprehensive body test. We also provide therapy for all sicknesses.
Divine Medical Centre,"0708 785 9429, 0802 315 1133","16 Norman Williams street, off Keffi Street, South West Ikoyi, Lagos, Nigeria",Lagos,Health,"This health service center for corporate health services, chiropractors, antenatal, surgery and breast care services."
EHRAAI,0818 426 7325,"161 Herbert Macaulay Way, Ebutte Metta, Lagos, Nigeria",Lagos,Health,Equal Health and Rights Access Advocacy Initiative - EHRAAI is a peer-led initiative that aims to reduce health and human rights related stigma & discrimination affecting PWUDs & other vulnerable persons in Nigeria through community awareness & education.
Genuine Health Africa,"0818 409 2995, 0816 941 1052","41 Thomas Salako Street, Ikeja Ogba, Lagos State",Lagos,Health,Genuine Health Africa is a health communication company that provides public relations services to healthcare and other related organizations.
GOHEF,0703 252 4954,"16 Oniyanri Street, Mile 12, Lagos, Nigeria",Lagos,Health,"Good Health Enhancement Foundation (GOHEF) was created with the purpose to promote peace and unity within the community, and as well create empowerment opportunities for youths and the vulnerable.Buy vitamins and supplements"
Kangpe Healthcare Services,0701 559 9695,"56 Ogunlana Drive, Ikate Surulere, Lagos Nigeria",Lagos,Health,"Kangpe Healthcare Services is an online health platform that bridge the gap between Doctors and patients, allowing you ask health questions anonymously and get your answers from real and verified doctors in less than 10 minutes."
Kidney Solutions Limited,"0803 485 3935, 0817 866 0537, 0811 570 7684","3 Tunde Gafar Close, Off Adeniyi Jones, Near Aromire Junction, Ikeja, Lagos, Nigeria",Lagos,Health,"Kidney Solutions Limited is dedicated to providing in-center & home dialysis, transplant consultation, kidney disease management and is situated in Ikeja, Lagos, Nigeria."
Schubbs Dental Clinic,"0805 055 7574, 0803 484 9005, 0704 631 0733","5 Douala Road, Apapa, Lagos, Nigeria",Lagos,Health,"Schubbs Dental Clinic offers medical services on orthopedic, community medicine, anaetheslogy, microbiology, hematology, anatomical pathology, accident and emergency care."
Seham Health Care (SHECA) Foundation,"0818 701 3577, 0803 408 6034, 0903 204 5651","Sutie C Adigun Plaza, Ibeju Lekki-Epe Express Way, Lakowe, Lagos, Nigeria",Lagos,Health,"Seham Health Care (SHECA) Foundation is a not for profit organization which is committed to the development of public awareness, prevention & care for viral hepatitis & related cancer diseases.Buy vitamins and supplements"
West African Health,"01 480 0305, 01 404 8726, 01 255 7542","40 Adegbola Street, Anifowose, Ikeja, Lagos, Nigeria",Lagos,Health,The west African health conference and exhibition (WAH Expo) services.
BetaJob,0816 606 0249,"11 Joseph Street, Opebi Link Road, Ikeja, Lagos",Lagos,Employment,"BetaJobNG offers recruitment services for employers & job seekers. We run a job portal where employers can post job, candidates can search jobs, upload their resume and apply online."
De Ultimate Recruitment Services,0903 449 0059,"61 Unity Avenue - Agric Bustop, Ikorodu, Lagos Nigeria",Lagos,Employment,"De Ultimate Recruitment Services stands out as a vital link between job seekers and top employers in Nigeria, ensuring that the right talent meets the right opportunity."
Workforce Group,"0814 333 2223, 0903 194 6744, 0908 747 4562","Plot 9, Block A, Gbagada Industrial Scheme, Gbagada, Lagos Nigeria",Lagos,Employment,"Workforce Management Centre (Workforce Group) is an employment service center helping individuals, organisations and communities identify and build capabilities that will enable them create value, achieve high performance and win in the market place."
Ascentech Services Ltd,"0807 921 1199, 0809 992 2733, 09091 416094","First Floor No 148/150 Bode Thomas Street, Surulere, Lagos Nigeria",Lagos,Employment,"Ascentech Services Ltd. We are one of the 21st century consulting, recruiting and outsourcing company in Nigeria."
Baseline Drivers Services,"0813 152 6769, 0817 669 7595","131, Herbert Macaulay way, Adekunle, Lagos",Lagos,Employment,Baselinedrivers.com is a specialized job board and career site connecting employers in logistics & transportation with exclusive audience of job seekers.
Doheney Services Limited,0813 460 2626,"No 55 Coker Road  off Town Planning way, Illupeju, Lagos Nigeria",Lagos,Employment,"Doheney Services Limited is an employment services center located in Illupeju Lagos, providing specialized and in depth human resource consultancy services across several key industries via recruitment & selection, training & development, outsourcing etc."
EAGS Limited,"012900755, 012900744","No 65c Opebi Road, Beside salvation bus stop, Ikeja, Lagos Nigeria",Lagos,Employment,"EAGSL is a general service limited, focused on sales and service delivery. Furthermore, EAGSL also outsource for job searchers and help in easy employment."
HRLeverage,"0802 215 5626, 0803 228 8650","Capital Building, C/O MCTim, 332 Ikorodu Road, Anthony Village, Lagos Nigeria",Lagos,Employment,HRLeverage Africadelivers excellent spectrum of HR business solution & strategic management support services through a custom-built approach for organization.
iRecruiters Africa,"0808 445 7981, 0808 421 3034","Eric Moore Road, Surulere, Lagos Nigeria",Lagos,Employment,iRecruiters Africa are a digitally-native recruitment and business support agency that helps individuals and businesses achieve and become more.Our flexible recruitment options will deliver real value to your organization.
Kimberly Ryan Limited,"0818 453 2278, 01 631 1945","Plot 3/4, Water Corporation Road, Oniru Victoria Island, Lagos Nigeria",Lagos,Employment,"Kimberly Ryan Limited envisions to be the leading African human resources solutions provider. We attract, develop and retain superior human capital that create a dramatic business advantage for our clients."
MyJobMag Limited,0812 163 3133,"16 Afolabi Aina Street, Allen Ikeja, Lagos",Lagos,Employment,MyJobMag.com is a fast growing job website in Nigeria. We offer you the latest jobs and vacancies in Nigeria today. We assist job seekers by providing latest and verified job adverts and career information from employers and recruiters.
PFB Resources,0905 264 2424,"2nd Floor, The Garnet Building, Igbo Efon Lekki, Lagos Nigeria",Lagos,Employment,"PFB Resources is boutique staffing and training company, immensely successful in creating a network of highly adept intelligent workforce that can help a company achieve their mission-critical projects and goals."
Platinum Careers,0708 656 6206,"40 Agodogba Avenue, Parkview Estate Ikoyi, Lagos",Lagos,Employment,"Platinum Careers are a human resource consulting company with head office in Ikoyi, Lagos. Uniquely African and proudly Nigerian company offering support and services in the area of Human resource solutions."
Rekrut Consulting Limited,0803 307 1649,"26, Michael Adekoya Street, Off Ilupeju By-pass, Off Esther Oshiyemi St, Behind Heritage Bank, Ilupeju, Lagos Nigeria",Lagos,Employment,"Rekrut Consulting Limited is a top class human capital development service provider in Nigeria. Our prime objective is to enable organisations access tomorrowâ€™s thinking and todayâ€™s best practices in people management. We hire, train and retain."
TalentUp Africa,0808 851 5604,"7A Milverton Rd, Ikoyi 101233, Lagos",Lagos,Employment,"TalentUp Africa is an HR technology company dedicated to redefining the Human Resource processes and practices in Africa. We offer specialize end to end solutions that simplifies recruitment processes, leveraging advance technology."
Tusen Consulting Limited,"01 6320045, 01 6320026","No 5 Balarabe Musa Crescent Off Samuel Manuwa Street, Victoria Island, Lagos Nigeria",Lagos,Employment,"Tusen Consulting Limited is an indigenous company providing flexible employment arrangements for employers & employees, matching job vacancies with job applicants, improving the employability of the work force and lots more."
Benny Recruitment International Limited,"0812 442 9179, 0806 307 2948","10 Adesanya, Ajah Lagos, Lagos State",Lagos,Employment,"Benny Recruitment International Limited is a recruitment agency operating in Lagos, Nigeria, that caters to the human resource outsourcing needs, and the employment needs of both employers and job seekers."
Deloyjobs,0915 127 2698,"First unity estate, Ajah, Lagos",Lagos,Employment,"Deloy jobs is a recuritment service in Nigeria, that provides expectional workforce solutions and consulting to busineses  . Reach us now for professional assistance in finding great talents for your interests."
People2profit-NG,0812 321 8025,"13, Ikogwe street, Iganmu, Surulere, Lagos",Lagos,Employment,"People2profit-NG offer cutting edge human resource and buisness solution services to client across all sectors. Our service includes recruitment and selection, background checks and verification."
Tybitx Services,0904 089 9631,"334, Ikorodu Road, Maryland, Lagos",Lagos,Employment,"Tybitx Services, Nigeria’s leading HR and management consulting firm. At Tybitx, we provide HR professional services rooted in Transition Management, empowering companies to achieve their goals through innovative strategies."
Afordonz Limited,"0809 358 3405, 0817 431 6515","3rd Floor, Right Wing, 240, Herbert Macaulay Way, Yaba, Lagos Nigeria",Lagos,Employment,Afordonz Ltd is a multi-dimensional consulting company specializing in human resources solutions and outsourcing services.
Bkl Outsourcing Limited,0907 293 1183,"Alh.Yekini Aromolate, Lagos, Lagos State",Lagos,Employment,Bkl Outsourcing Limited is a startup business process outsourcing provider incorporated in May 2022. We cater to a range of HR business process outsourcing services in the technical and non-Technical space.
CV Experts Limited,0809 647 1837,"8, Alhaji lateef, Sofowora Street,, Gbagada, Lagos State",Lagos,Employment,"CV Experts are a team of expert writers that specialise in:CV writing services, personal statements, statement of purpose, business proposals and drafting professional linkedin pages."
Employment Clinic,"0808 159 6507, 0704 327 8007, 0805 531 2748","No 10, Coker Road, Ilupeju, Lagos Nigeria",Lagos,Employment,Employment Clinic is Africas first employment solutions company based in Nigeria.
Employments Pathway,0806 544 4490,"No 11, Saheed Aregbe Close, Oshodi Isolo, Lagos Nigeria",Lagos,Employment,Employments Pathway is an employment agency located in Oshodi Isolo axis of Lagos providing first-class professional services to its clients.
George Houston Resources Limited,"0703 356 2821, 0907 688 0835","58 Bode Thomas Street, Surulere, Lagos, Nigeria",Lagos,Employment,George Houston Resources Limitedis an integrated human resource services firm registered in Nigeria. We provide our clients with  services that will ensure that their staffing needs are being addressed.
Global Edge Consulting Ltd.,0817 014 9030,"Block P House 8B, June 12 Boulevard Road, Ajah, Lagos Nigeria",Lagos,Employment,Global Edge Consulting Ltd is an international recruitment consultancy that specialises in recruiting internationally-based African candidates for the oil and gas industry.
High Job Link Limited,0806 610 9886,"34 Ire Akari Isaga Tedo, Ikeja, Lagos",Lagos,Employment,High Job Link Limited is a recruitment agency with trusted job search website linking employers with best and qualified job employees and job seekers together. Register as a job employer or as as a job seeker.
Hydra Verifications Ltd,"0809 270 6375, 0902 615 6544","Suit 107, Dolphin Plaza, Dolphin Estate, Ikoyi, Lagos Nigeria",Lagos,Employment,"Hydra Verifications Limited is a privately owned company that specialize on providing companies with employees background checks, certificate verification and related others."
International Executive Placement Services,"0805 774 0534, 01 493 1644","13, Adenubi Close, Allen Avenue, Ikeja, Lagos Nigeria",Lagos,Employment,"International Executive Placement Services is an employment services center located in Ikeja Lagos, renowned for delivering professional services."
Iris Consulting,"0705 514 2635, 01 850796","40B Chris Maduike Drive, Lekki Phase 1, Lagos Nigeria",Lagos,Employment,"Iris offers strategy development, job offerings and business planning services."
J.Dex services,"0907 602 2248, 0806 639 7143, 0706 954 5625","5 Kassim Oyofo close, Ajah, Lagos",Lagos,Employment,"J.Dex is a Nigerian company known for recruitment and deployment of domestic staff such as maids,cleaners, house helps, cook,nannies e.t.c"
Kakaki Consulting,0906 549 4857,"64 Engr Akim Alao Road, Ipaja, Lagos",Lagos,Employment,"Recruitment and business consultancy firm. We recruit, build softwares and hardware infrastructures,"
National Directorate of Employment,0802 313 4669,"7, Barikisu Iyede Street, Onike Lagos Mainland, Nigeria",Lagos,Employment,National Directorate of Employment is a federal government agency centre in Lagos for job creation and employment services
Rapid Career Employment Agency,8127515608,"Adeyemo Alakija inside nut compound suite A&B top floor, Victoria island, Lagos",Lagos,Employment,"Whether you are in search of work or hiring talent or teams,our staffing agency is in the  business of connecting people.We connect you to the best organization/talent that best suits your skills/needs."
African Independent Television - AIT,"08022234564, 01-2644814, 01-2644817","DAAR Communications Complex, AIT Road, Off Lagos/Abeokuta Road, Ilapo Village, Alagbado, Lagos, Nigeria",Lagos,News and Media,The news service center in Lagos for television-broadcasting services.
HyNaija,0806 118 5623,"23 Opebi Road,, Ikeja, Lagos",Lagos,News and Media,"HyNaija was founded in February 2013 with the belief that if Nigerians are empowered with adequate information, we are empowered to make positive changes in our community."
Punch Newspaper,"08069006507, 08150912135, 01-7748081","1 Olu Aboderin Street, Onipetesi, Ikeja, Lagos, Nigeria",Lagos,News and Media,Punch deals on news printing and publishing.
The News Nigeria,"08033066422, 08022236424, 08055002056","27, ACME Road, Agidingbi, Ikeja, Lagos, Nigeria",Lagos,News and Media,"The News Nigeria offers national and international news on sports, lifestyle, fashion, entertainment, technology and weather."
TV360 Nigeria Inc,01 292 6940,"4, Oyetubo Street, Off Awolowo Road, Ikeja, Lagos Nigeria",Lagos,News and Media,"TV360 Nigeria Inc is located in Lagos Nigeria and offers online news on national and international programmes on news, politics, business, health, sports, technology and entertainment."
Ventures Africa,"09093284213, +234-1-2951491, +234-1-75103778",", Lagos State, Nigeria",Lagos,News and Media,"Ventures Africa is an online platform for news, analysis and discussion about African business, policy, innovation and lifestyle, champion an evolving Africa through stories that explore the opportunities, complexity of continent and Africa Diaspora."
Wave.ng,0812 590 0497,"Cherub Mall, KM 18 Lekki-Epe Exp. Lekki peninsula II, Lekki, Lagos",Lagos,News and Media,Wave.ng is an entertainment website in Nigeria. We promote upcoming Nigerian talents while giving you latest news.
Yohaig,0909 040 4558,"7 Morenike Carrena Close, Agege, Lagos State",Lagos,News and Media,Yohaig.ng is an aggregated Naijanews website that brings together all the Naija news you will ever want in one place.
Eko FM 89.75,"08034551750, 01-4960568, 01-4935145","Lateef Jakande Road, Agidingbi, Ikeja, Lagos, Nigeria",Lagos,News and Media,"Eko FM ensures a perfect blend of programming in the area of fun-filled excitement, news coverage and delivery, appropriate musical presentation, socially relevant and audience involving programmes."
Flavision,0903 592 6407,"176 Adetola Street, Aguda, Surulere, Lagos",Lagos,News and Media,"Flavision is an online media site that provides general news with a special focus on what is happening in Nigeria, as they break."
KOKO TV,0905 300 4973,"7B University Road, Yaba, Lagos",Lagos,News and Media,"KOKO TV is a fashion, lifestyle brand that brings latest trends in fashion, entertainment, celebrity news, breaking news in Nigeria and beyond."
Naija Info,9091747196,"15, Udi Street, Ikoyi, Eti Osa, Lagos, Nigeria",Lagos,News and Media,"Naija Info is an online news media with services in news journal and e-newspaper with latest headline news on politics, sports, live, entertainment, opinions and obituaries."
Stars Of Naija Limited,"0808 037 2629, 0814 920 2882","20, Adebiaye Street, Idimu, Lagos",Lagos,News and Media,Starsofnaija.com is a Nigerian-based all round entertainment and lifestyle spot bringing you all the latest news and information you need to know. People all over the world come across loads of information on a daily basis.
The City People Media Group,0802 391 1191,"Akingbola Street, Ikeja, Lagos, Nigeria",Lagos,News and Media,"The City People Media Group provides coverage for the newspaper industry, including business, newsroom, advertising, circulation, marketing and syndicates."
The Union Newspaper,Tel:08033028870,"65, Oduduwa Way, G.R.A, Ikeja, Lagos, Nigeria",Lagos,News and Media,"The Union Newspaper is an online news publishing company offering local and state news, sports, lifestyle, classifieds, business directory, community links & more"
Waystream,0806 313 5432,"4 Ora Ekpen Cresent, Gbagada, Lagos",Lagos,News and Media,Waystream is a platform that allows users to broadcast or listen to live events and pre-recorded audio content (PODCAST).
Lagos State Government,"01 497 9030, 01 496 4832, 01 497 903","The Secretariat, Obafemi Awolowo way, Alausa, Ikeja, Lagos State Nigeria",Lagos,Government,Lagos State Government located in the south western part of Nigeria and capital at Ikeja.
Egole,"01 453 0878, 0700 2687 8384 553","38 Commercial Avenue, Sabo Yaba, Lagos Nigeria",Lagos,Shopping,"Egole Shop is a Lagos based online shopping mall and one of the best place for buying and selling of electronics, furniture, fashion, beauty products and groceries.Best fashion retailers"
Likeparadise.com.ng,9085999936,"36 Marikador Plaze,, Ojo, Lagos",Lagos,Shopping,E-Commerce Site offering Buy Now and Pay Small Small  that allows people to buy good and pay in instalments
1Nairashop,"0809 500 0097, 0905 050 5051","21 Obafemi Awolowo Way, by Medical Road, Shop C1 Asset Corp Plaza, Ikeja, Lagos",Lagos,Shopping,"1Nairashop is an online shopping site that allows users to buy directly from UK manufacturers at a cheaper price on products such as electronics, beauty & health products, furniture, phone & car accessories, kitchen accessories & more."
Africdeals.com,"0809 284 8282, 0816 900 7887, 014534000","1, Sonola Street, Ogba Ikeja, Lagos",Lagos,Shopping,AfricDeals.com is an e-commerce company that primarily serves the African region and features a wide selection of high-quality merchandise and products ranging from electronics to baby items and so much more.
Ampos Nigeria,"0818 346 2803, 0818 346 2804","25, Yaya Abatan, Ogba Ikeja, Lagos Nigeria",Lagos,Shopping,"Ampos Nigeria provides users with online selection of top products on electronics, large appliance, home furniture, computers and laptops, mobile phones, diapers, toys and feeding items."
